study,seed,wr,burn_mult,thr,exit_z,block_h,min_n,epd,dust,cad,cool,stat,gamma,tau,join_day,cleared,clear_day,steady_share,sk_paid_pd,sk_trades,noise_paid_pd,mom_ev_pd,noise_passes,noise_pass_epochs,entries,quits,rereg,eq_crowd,unalloc_steady
wr,0,0.75,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,25.5,0.98,676.966436799839,194,13.611063199938489,-0.009065759718479637,0,0.0,48,47,0,0.9329608938547486,1.622951721286309e-17
wr,1,0.75,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,29.0,0.98,673.4327225111275,196,13.618110821984837,0.0069214597405366785,0,0.0,48,47,0,0.9329608938547486,-1.535084908350426e-17
wr,2,0.75,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,29.0,0.6616779110807637,593.9556162167532,194,93.21188378312056,1.8818025543224588,2,9336.0,48,47,0,0.9329608938547486,8.507574946615492e-17
wr,3,0.75,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,29.0,0.680042123541238,590.5725196855292,194,96.47831364776106,1.4280809155192895,2,14376.0,48,47,0,0.9329608938547486,5.837974424181165e-17
wr,4,0.75,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,22.0,0.6914453362716525,602.6413313328304,193,91.25616866712937,1.6819808246847838,2,14376.0,48,47,0,0.9329608938547486,6.621022786521534e-17
wr,5,0.75,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,29.0,0.9546630446389366,648.3642143677758,195,38.753285632088264,0.5402336331074944,1,5592.0,48,47,0,0.9329608938547486,1.0711998224095143e-16
wr,6,0.75,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,29.0,0.9799812033468595,645.17862896293,196,41.988871037022975,0.6100672622058156,1,10632.0,48,47,0,0.9329608938547486,9.84883600290147e-17
wr,7,0.75,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,22.0,0.7015945255316218,630.4432458117554,193,63.4542541881073,1.0728438060773837,1,3744.0,48,47,0,0.9329608938547486,1.3438453743135042e-17
wr,8,0.75,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,25.5,0.6935457323934385,597.5042628607713,193,93.02323713917829,1.4648091900161961,2,14376.0,48,47,0,0.9329608938547486,-1.02597425692781e-17
wr,9,0.75,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,36.0,0.7370030995102693,596.7868094021466,195,83.6073572644627,1.4514734441670485,2,14376.0,48,47,0,0.9329608938547486,6.30315166913584e-17
threshold,0,0.5,0.0,1.25,,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,29.0,0.98,666.7891668886894,197,13.518333111092563,-0.010949442735024215,0,0.0,48,47,0,0.9329608938547486,1.3722728726162899e-17
threshold,1,0.5,0.0,1.25,,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,58.0,0.9800000000000002,622.4272519020974,197,13.542748097704095,0.005594747133348885,0,0.0,48,47,0,0.9329608938547486,-1.2068765188546278e-17
threshold,2,0.5,0.0,1.25,,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,36.0,0.5426630542711849,547.2157967858576,199,129.80170321406123,2.7532070921561766,2,9336.0,48,47,0,0.9329608938547486,9.145901499414407e-17
threshold,3,0.5,0.0,1.25,,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,36.0,0.5968429667722625,453.18238932486975,199,122.1684440084833,1.870666418303798,2,14376.0,48,47,0,0.9329608938547486,6.044719866383243e-17
threshold,4,0.5,0.0,1.25,,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,29.0,0.5892971684571594,504.96703384281506,198,140.58713282383093,2.7544458420806994,2,14376.0,48,47,0,0.9329608938547486,6.507312793310391e-17
threshold,0,0.5,0.0,1.25,0.25,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,29.0,0.98,673.582905268554,197,13.584594731225007,-0.009595129092749267,0,0.0,48,47,0,0.9329608938547486,1.3722728726162899e-17
threshold,1,0.5,0.0,1.25,0.25,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,58.0,0.9800000000000002,644.8907042084517,197,13.619295791339999,0.0071028898661577924,0,0.0,48,47,0,0.9329608938547486,-1.2068765188546278e-17
