seed,skin,bond,adversary,breakw,sk_w,empty,gate_z,sk_policy,sk_topups_tao,sk_swept_tao,sk_ruin_weeks,clear_day,steady,sk_em_pd,sk_pre_clear_pd,sk_settle_tao,sk_net_tao,leak_pct,adv_ev_tao,adv_settle_tao,adv_stake_now,passes,entries,adv_entry_mean,adv_entry_min_frac,crowd
1,always,0.0,naive_whale,True,0.7,False,1.25,f0.03+refill+sweep,11.821180797418442,351.7307018448156,0,29.0,0.98,673.4327225111275,0.17272251134852842,348.1595210473971,1614.2130393683165,1.4276590800653695,-7.398800878052299,-7.253323355154108,3.9212015495025105,0,48,33.0,0.0,0.9329608938547486
2,always,0.0,naive_whale,True,0.7,False,1.25,f0.03+refill+sweep,16.329648000425834,322.21911202538973,0,29.0,0.9779785782362109,670.6731380787124,0.34241683070697615,314.13946402496396,1575.0049636129431,1.8434771932037106,-6.573447216477774,-6.544572167186748,4.108604255328309,1,48,33.0,0.0,0.9329608938547486
3,always,0.0,naive_whale,True,0.7,False,1.25,f0.03+refill+sweep,18.330014161185503,378.72525884995304,0,29.0,0.98,673.4163074359748,0.15630743619582357,360.39524468876743,1626.4179026683998,0.981834496486689,-7.778728585692908,-7.508234264349324,4.255375177605863,1,48,33.0,0.0,0.9329608938547486
4,always,0.0,naive_whale,True,0.7,False,1.25,f0.03+refill+sweep,11.488231296167932,363.16895346737317,0,22.0,0.98,680.3361551599893,0.2161551602133651,359.9307221712053,1638.9626938719848,1.1508600137046703,-7.721653402434401,-7.49855671190011,2.6800483191738835,1,48,33.0,0.0,0.9329608938547486
0,always,0.0,aware,True,0.7,False,1.25,f0.03+refill+sweep,15.176035792375338,156.02657083498883,0,25.5,0.98,676.986524290672,0.29652429089457644,140.85053504261347,1413.5852007090766,1.3635768900571867,-3.0978334059848613,-2.934386146721114,0.41082350831796854,0,48,15.0,0.0,0.9329608938547486
1,always,0.0,aware,True,0.7,False,1.25,f0.03+refill+sweep,10.262136416305893,150.43378910284366,0,29.0,0.98,673.4509979552791,0.1909979555001459,143.92165268653778,1410.0095288424623,1.3878603798404463,-3.155005519874795,-2.99836776430287,0.33421875,0,48,15.0,0.0,0.9329608938547486
2,always,0.0,aware,True,0.7,False,1.25,f0.03+refill+sweep,15.54108322282558,138.18376105210467,0,29.0,0.9778433770679891,670.6076970792227,0.3536486851045959,126.39267782927908,1387.1351483382175,1.8526175295089065,-2.6594927315883647,-2.6331807881099816,0.35892005513030956,1,48,15.0,0.0,0.9329608938547486
3,always,0.0,aware,True,0.7,False,1.25,f0.03+refill+sweep,17.612927842191578,160.04360945916684,0,29.0,0.98,673.4222518774849,0.16225187770588426,142.43068161697525,1408.4645151466466,0.5618690271492665,-3.3555656512119465,-2.9673058670203183,0.4520890837870924,1,48,15.0,0.0,0.9329608938547486
4,always,0.0,aware,True,0.7,False,1.25,f0.03+refill+sweep,10.738071062129823,156.18515894703654,0,22.0,0.98,680.3519883173373,0.23198831756138505,149.19708788490667,1428.2588259215008,1.1486485501863735,-3.3319894867993054,-3.1082726642688887,0.33967588612890326,1,48,15.0,0.0,0.9329608938547486
0,always,0.0,aware,False,0.7,False,1.25,f0.03+sweep,0.0,128.45760510685835,0,25.5,0.98,676.986524290672,0.29652429089457644,128.45760510685835,1401.1922707733215,1.3635768900571685,-2.8396473656566337,-2.6762001063928818,0.411111270331101,0,48,15.0,0.0,0.9329608938547486
